tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,R. Piraputanga,"56,00 m²","120,00 m²","R$170.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,R. Terra Vermelha,"120,00 m²","50,00 m²","R$170.000,00","Aceita financiamento,Água,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,R. Vassouras,"1.080,00 m²","289,00 m²","R$850.000,00","Aceita financiamento,Água,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Apto,1 Quarto,2 Varanda(s),1 Wc social,Aquecedor solar,Closet,Despensa,Jardim",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"720,00 m²","120,00 m²","R$250.000,00","Aceita permuta,Água,Asfalto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Quarto(s),4 Varanda(s),6 Vaga(s) de garagem,Antena parabólica,Área de serviço,Árvores frutíferas,Cerca elétrica,Cozinha,Depósito,Despensa,Edícula,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"1.440,00 m²","334,00 m²","R$570.000,00","Aceita financiamento,Aceita permuta,Água,Rede elétrica,2 Apto(s),2 Quarto(s),1 Varanda,Churrasqueira,Jardim,Piscina","R$ 2.995,00",
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"200,00 m²","100,00 m²","R$140.000,00","Aceita permuta,Água,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha,Edícula,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"180,00 m²","137,00 m²","R$280.000,00","Aceita financiamento,Água,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Apto,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"150,00 m²","61,00 m²","R$170.000,00",,,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"1.080,00 m²","283,00 m²","R$1.200.000,00","Aceita financiamento,Aceita permuta,Água,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,Área de lazer,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Lavabo,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"180,00 m²","57,42 m²","R$198.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rampa de acessibilidade,Sala de estar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"71,00 m²","51,00 m²","R$165.000,00","Aceita financiamento,Aceita permuta,Água,Calçada,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"180,00 m²","65,00 m²","R$220.000,00","2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"720,00 m²","230,00 m²","R$600.000,00","Sala de TV,1 Suíte,1 Quarto,1 Varanda,Área de lazer,Área de serviço,Churrasqueira,Cozinha,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"180,00 m²","66,06 m²","R$225.000,00","Aceita financiamento,Aceita permuta,Água,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"90,00 m²","45,00 m²","R$135.000,00","Aceita financiamento,Água,Calçada,Esgoto,Muro,Rede elétrica,WC adaptado,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"120,00 m²","52,00 m²","R$198.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,,,"R$150.000,00","Aceita financiamento,Água,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"90,00 m²","45,00 m²","R$175.000,00",Aceita financiamento,,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"90,60 m²","44,38 m²","R$190.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Cozinha,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Noroeste,,"180,00 m²","65,14 m²","R$210.000,00","Aceita financiamento,Água,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Jardim Nova Jerusalém,Av. Jonas Alves de Souza,"150,00 m²","70,00 m²","R$230.000,00","Aceita financiamento,Água,Asfalto,Calçada,Rede elétrica,Sala de estar,1 Suíte com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Nova Jerusalém,"R. José Maria da Cunha, 39","200,00 m²",,"R$148.000,00",,,
Casa-Térrea,Campo Grande - MS,Jardim Nova Jerusalém,,,,"R$399.000,00","Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social",,
Casa-Térrea,Campo Grande - MS,Jardim Oracilia,"R. Itajubá, 796","360,00 m²","155,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Sala de estar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Copa,Cozinha planejada,Interfone,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Oracilia,"R. Juiz de Fora, 211","360,00 m²","90,00 m²","R$400.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Cozinha,Cozinha planejada,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Oracilia,R. Sacramento,"240,00 m²","134,00 m²","R$760.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,Cozinha americana,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Oracilia,,"300,00 m²","150,00 m²","R$620.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha planejada,Lavabo",,
Casa-Térrea,Campo Grande - MS,Jardim Ouro Preto,R. Panteras,"200,00 m²",,"R$139.000,00","Água,Esgoto,Muro,Rede elétrica,Sala de jantar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Ouro Preto,"R. Paturi, 79","210,00 m²","127,00 m²","R$250.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,1 Suíte com a/e,2 Quarto(s) com a/e",,
Casa-Térrea,Campo Grande - MS,Jardim Ouro Preto,"R. Paturi, 79","210,00 m²","127,00 m²","R$250.000,00","Água,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,1 Suíte com a/e,2 Quarto(s) com a/e",,
Casa-Térrea,Campo Grande - MS,Jardim Ouro Verde,"R. Abadia Abajur, 1288",,,"R$120.000,00",,,
Casa-Térrea,Campo Grande - MS,Jardim Ouro Verde,Tv. Mar Azul,"337,50 m²","230,00 m²","R$280.000,00","Aceita financiamento,Sala de estar,Sala de TV,1 Suíte,1 Quarto,3 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Depósito,Despensa,Edícula,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Pacaembu,R. Ailton Aparecido Rudis,"200,00 m²","96,00 m²","R$160.000,00","Água,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha,Despensa,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Pacaembu,,"135,00 m²","56,00 m²","R$200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Av. Júlio de Castilho,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Despensa,Hall de entrada,Jardim,Lavanderia,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Av. Julio de Castilho,"100,00 m²","57,00 m²","R$198.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Av. Júlio de Castilho,"125,00 m²","65,00 m²","R$220.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de TV,1 Suíte,1 Quarto,1 Varanda,2 Vaga(s) de garagem,Cerca elétrica,Cozinha,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Altino Almeida Santiago, 302","400,00 m²",,"R$1.100.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,3 Suíte(s),1 Quarto,1 Varanda,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Closet,Despensa,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Amberê, 41","299,81 m²","180,00 m²","R$480.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,2 Suíte(s),3 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Ambere, 41","250,00 m²","175,00 m²","R$449.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Antônio Canovas Portela, 520","250,52 m²","126,96 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Quarto(s),2 Wc social,5 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Interfone,Jardim,Lavanderia,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antonio Ferreira Damião,"281,00 m²","142,00 m²","R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antônio Ferreira Damião,"180,00 m²","108,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Aquecedor solar,Churrasqueira,Cozinha americana,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antonio Ferreira Damião,"250,00 m²","131,00 m²","R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antonio Ferreira Damião,"255,00 m²","110,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antonio Ferreira Damião,"270,00 m²","106,00 m²","R$500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Interfone,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antônio Ferreira Damião,,"200,00 m²","R$850.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Copa,Cozinha,Cozinha planejada,Depósito,Despensa,Escritório,Hall de entrada,Interfone,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antônio Ferreira Damião,"180,00 m²","110,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Antônio Ferreira Damião, 179","360,00 m²","159,94 m²","R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Apto,1 Quarto com a/e,1 Quarto,1 Wc social,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Cozinha planejada,Depósito,Despensa,Edícula,Escritório,Gazebo,Interfone,Jardim,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Antônio Ferreira Damião, 535","465,00 m²","375,00 m²","R$850.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Escritório,Interfone,Piscina aquecida,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Antônio Gaspar, 37","125,00 m²","60,00 m²","R$240.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antônio Pereira Veríssimo,"375,00 m²","247,00 m²","R$830.000,00",,,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Antônio Pereira Veríssimo,"375,00 m²","247,00 m²","R$830.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Apto(s) com a/e,1 Varanda,1 Wc social,Área de lazer,Área de serviço,Árvores frutíferas,Churrasqueira,Closet,Copa,Cozinha,Cozinha planejada,Escritório,Hall de entrada,Jardim,Lavabo,Lavanderia,Mezanino,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Arlindo Antônio de Souza,"365,00 m²","191,00 m²","R$420.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Rede elétrica,Sala de jantar,1 Apto,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Cozinha,Piscina",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Arlíndo Antônio de Souza,"260,00 m²","135,00 m²","R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Jardim,Lavabo,Piscina",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Arlindo Antônio de Souza, 74","260,00 m²","137,00 m²","R$750.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha planejada,Deck,Depósito,Despensa,Guarita,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Barão de Itapary, 173","372,00 m²","265,00 m²","R$936.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Deck,Depósito,Despensa,Hall de entrada,Hidromassagem,Interfone,Jardim,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Beatriz Cordeiro Leal, 546","594,00 m²","135,00 m²","R$480.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Varanda,1 Wc social,11 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catalunio Severo Monteiro,"255,00 m²","105,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),2 Wc social,1 Vaga de garagem,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"360,00 m²","200,77 m²","R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,3 Apto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Despensa,Edícula,Lavanderia,Piscina,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"360,00 m²","180,00 m²","R$810.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Varanda,3 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Closet,Cozinha,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"360,00 m²","180,00 m²","R$800.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Quarto(s),3 Vaga(s) de garagem,Área de lazer,Área de serviço,Closet,Interfone,Jardim,Lavabo,Piscina",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"360,00 m²","180,00 m²","R$810.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Despensa,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"144,00 m²","108,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Apto,2 Quarto(s),2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Hall de entrada,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"360,00 m²","160,00 m²","R$800.000,00","Aceita financiamento,Água,Asfalto,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,3 Vaga(s) de garagem,Churrasqueira,Closet,Cozinha planejada,Jardim,Lavanderia,Piscina",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Catulino Severo Monteiro,"255,00 m²","105,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Jardim,Lavabo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Catulino Severo Monteiro, 188","360,00 m²","160,00 m²","R$800.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Wc social,Área de serviço,Churrasqueira,Closet,Cozinha planejada,Despensa,Lavanderia,Piscina","R$ 2.272,10",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Catulino Severo Monteiro, 389","255,00 m²","110,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Cozinha,Despensa,Jardim",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Catulino Severo Monteiro, 605","361,00 m²","180,00 m²","R$850.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Cozinha americana,Despensa,Interfone,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Cisalpina Costa Monteiro, 459","360,00 m²","250,00 m²","R$485.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,1 Apto,1 Quarto com a/e,2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Copa,Cozinha,Despensa,Edícula,Interfone,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Constantinopla, 1065","360,00 m²",,"R$380.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Apto,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Copa,Cozinha,Cozinha planejada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Figueira da Foz, 34","270,00 m²","75,00 m²","R$265.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Flamengo, 81","396,00 m²","198,80 m²","R$800.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Cozinha planejada,Edícula,Interfone,Lavabo,Piscina,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Gentio do Ouro,"435,20 m²","280,00 m²","R$830.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Apto(s) com a/e,1 Quarto,1 Varanda,2 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha planejada,Edícula,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Gentio do Ouro,"382,00 m²","199,00 m²","R$600.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,2 Sala(s) de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Interfone,Piscina,Portão elétrico,WC de serviço",,
