tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Jaguarão, 822","480,00 m²","101,86 m²","R$550.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Despensa,Jardim,Lavabo,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Alberto Pereira,"408,00 m²","236,00 m²","R$1.200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Suíte(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Despensa,Hall de entrada,Interfone,Lavanderia,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Antônio,"408,00 m²","238,30 m²","R$620.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Câmeras de segurança,Churrasqueira,Cozinha planejada,Edícula,Interfone,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Antonio,"408,00 m²","238,30 m²","R$620.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cozinha planejada,Interfone,Jardim,Lavanderia,Portão elétrico,Quarto empregada",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Antônio,"232,60 m²","183,88 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Suíte(s) com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Cozinha planejada,Edícula,Lavabo","R$ 3.323,82",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Antônio,"402,00 m²","200,00 m²","R$620.000,00","Sala de estar,Sala de TV,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. José Antônio Pereira,"408,00 m²","226,00 m²","R$620.000,00","Aceita financiamento,Água,Asfalto,Calçada,Sala de estar,Sala de jantar,1 Suíte com a/e,3 Quarto(s),2 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Edícula,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. José Antônio, 3485","408,00 m²","238,30 m²","R$690.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,1 Quarto com a/e,2 Quarto(s),2 Varanda(s),2 Wc social,Área de serviço,Canil,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Cozinha americana,Cozinha planejada,Depósito,Despensa,Edícula,Escritório,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. José Antônio, 3485","408,00 m²","238,00 m²","R$620.000,00","Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Edícula,Jardim,Portão elétrico,Quarto empregada",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. José Antônio, 3485","408,00 m²","226,00 m²","R$690.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,2 Quarto(s),1 Varanda,2 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Árvores frutíferas,Câmeras de segurança,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha planejada,Despensa,Edícula,Interfone,Jardim,Lavanderia,Portão elétrico","R$ 2.200,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Jose Antonio, 3668","608,00 m²","76,67 m²","R$530.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Julia Maksoud,"495,00 m²","170,00 m²","R$700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,3 Quarto(s),1 Varanda,2 Wc social,6 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Júlio Dittmar, 636","500,00 m²","200,00 m²","R$700.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,6 Quarto(s),2 Wc social,Área de serviço,Churrasqueira,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Laura Costa Andrade de Brito,"100,00 m²","54,20 m²","R$228.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Wc social,Área de serviço,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Luíza Ovando, 900",,,"R$380.000,00","Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Cozinha,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Pistóia,"433,37 m²","120,00 m²","R$320.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,3 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Copa,Edícula",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Pres. Dutra, 261","340,00 m²","100,00 m²","R$450.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Sala de estar,Sala de jantar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Canil,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Pres. Dutra, 261","319,00 m²","105,00 m²","R$450.000,00","Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Rio de Janeiro,,"61,57 m²","R$240.000,00",,,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Rio de Janeiro, 559","484,80 m²","175,51 m²","R$350.000,00",,,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Rio Pardo, 187","180,00 m²","126,00 m²","R$470.000,00","Aceita financiamento,Água,Asfalto,Calçada,Sala de estar,Sala de TV,2 Suíte(s) com a/e,1 Quarto com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Lavabo,Lavanderia,Portão elétrico,WC de serviço","R$ 1.870,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Rogélio Casal Caminha, 397","350,00 m²",,"R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Cerca elétrica,Cozinha,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Santa Elvira, 354","260,00 m²","260,00 m²","R$790.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Escritório,Interfone,Jardim,Lavabo,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Santa Elvira, 354","260,00 m²","260,00 m²","R$790.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s),2 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Jardim,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Santa Maria,"240,00 m²","120,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Churrasqueira",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Santa Maria,"240,00 m²","136,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,1 Suíte,1 Apto,1 Quarto,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Santa Maria,"240,00 m²","130,00 m²","R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Área de serviço,Churrasqueira,Cozinha,Interfone,Jardim,Lavabo,Pé direito duplo,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Santa Maria, 1000","240,00 m²","130,00 m²","R$630.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Interfone,Jardim,Pé direito duplo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Santa Maria, 493","480,00 m²","150,30 m²","R$520.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Churrasqueira,Copa,Cozinha,Depósito,Edícula,Interfone","R$ 171,83",
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Santo Afonso,"180,00 m²","104,00 m²","R$420.000,00","Aceita financiamento,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Alarme,Área de serviço,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. São João Bôsco,"360,00 m²","136,00 m²","R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Apto(s),1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Copa,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. São João Bosco, 453","360,00 m²","160,00 m²","R$850.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. São Judas Tadeu, 57","1.192,60 m²","106,41 m²","R$650.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Área de serviço,Copa,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Tereza Barros dos Santos,"200,00 m²","99,80 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,1 Vaga de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia,Pé direito duplo,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Treze de Junho,"408,00 m²","182,00 m²","R$1.350.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Academia,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Zilca Pimentel Paiva, 137","200,00 m²","99,89 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Closet,Cozinha americana,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Tv. das Paineiras, 18",,,"R$1.000.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Piso tátil,Rede elétrica,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,"Tv. Líbia, 08","660,00 m²","384,15 m²","R$950.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Apto(s) com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,10 Vaga(s) de garagem,Árvores frutíferas,Cozinha,Despensa,Edícula,Escritório,Hall de entrada,Lavanderia,Mezanino,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"170,00 m²","133,00 m²","R$650.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,2 Vaga(s) de garagem,Aquecedor solar,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"375,36 m²",,"R$630.000,00","Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Área de serviço,Cozinha,Edícula,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"200,00 m²","100,00 m²","R$400.000,00","Sala de estar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"116,00 m²","66,00 m²","R$240.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"170,00 m²","130,00 m²","R$630.000,00","Sala de estar,Sala de jantar,1 Suíte com a/e,3 Quarto(s) com a/e,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Escritório,Interfone,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"300,00 m²","102,00 m²","R$350.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"738,00 m²","251,00 m²","R$850.000,00","Sala de TV,2 Apto(s),2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"167,00 m²","100,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"170,00 m²","133,00 m²","R$629.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,1 Apto com a/e,2 Quarto(s) com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de serviço,Cerca elétrica,Cozinha planejada,Interfone,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"360,00 m²","121,34 m²","R$600.000,00","Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Sala de estar,1 Apto,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Cerca elétrica,Cozinha,Cozinha planejada,Jardim,Lavanderia,Portão elétrico","R$ 1.600,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"134,00 m²","81,00 m²","R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Churrasqueira,Interfone,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"134,00 m²","80,00 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Churrasqueira,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"134,00 m²","81,00 m²","R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,,,"R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"480,00 m²","156,00 m²","R$570.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),1 Wc social,6 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Copa,Cozinha,Despensa,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"360,00 m²","210,00 m²","R$450.000,00","Água,Asfalto,Calçada,Esgoto,3 Apto(s),1 Varanda,1 Wc social,5 Vaga(s) de garagem,Churrasqueira","R$ 2.700,00",
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"360,00 m²","100,00 m²","R$400.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Churrasqueira,Cozinha,Despensa,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"254,16 m²","109,42 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha planejada,Hall de entrada,Interfone,Jardim,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"254,16 m²","109,42 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Cozinha planejada,Interfone,Jardim,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,,"80,00 m²","R$430.000,00","Aceita financiamento,Asfalto,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"134,00 m²","80,00 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"167,00 m²","100,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"480,00 m²",,"R$265.000,00",,,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"184,00 m²","110,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"240,00 m²","125,00 m²","R$630.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Cerca elétrica,Churrasqueira,Cozinha americana,Lavabo",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Closet,Cozinha americana,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"221,00 m²","100,00 m²","R$470.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s) com a/e,1 Quarto com a/e,1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte,2 Quarto(s),2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Hall de entrada,Interfone,Jardim",,
Casa-Térrea,Campo Grande - MS,Monte Castelo,,"200,00 m²","100,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Lavanderia,Portão elétrico",,
