tipo,cidade/uf,bairro,endereço,área_total,área_construída,iptu,valor,descricao,condomínio
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","180,00 m²",,"R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Suíte(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha americana,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Piscina",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","240,00 m²",,"R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de TV,2 Apto(s),1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Churrasqueira,Copa,Cozinha planejada,Edícula,Jardim,Lavanderia,Quarto empregada,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá,,"250,00 m²","180,00 m²",,"R$600.000,00","Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá,,"340,00 m²","170,00 m²",,"R$970.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Suíte(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Jardim,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","190,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s),1 Quarto,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Jardim,Piscina aquecida,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","193,04 m²",,"R$1.300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Despensa,Interfone,Jardim,Lavabo,Piscina aquecida,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá,,"277,20 m²","171,19 m²","R$ 3.327,46","R$590.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Academia,Área de lazer,Área de serviço,Churrasqueira,Cozinha planejada,Edícula,Escritório,Interfone,Jardim,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","193,00 m²","R$ 3.500,00","R$1.300.000,00","Aceita financiamento,Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","205,00 m²",,"R$1.400.000,00","Aceita financiamento,Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Árvores frutíferas,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Hall de entrada,Hidromassagem,Interfone,Jardim,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá,,"180,00 m²",,,"R$380.000,00","Sala de estar,1 Suíte com a/e,1 Quarto com a/e,1 Wc social,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","190,00 m²",,"R$890.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),1 Quarto,1 Varanda,2 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Interfone,Pé direito duplo,Piscina",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²",,,"R$930.000,00",,
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","199,00 m²",,"R$1.500.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha planejada,Interfone,Jardim,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","193,00 m²",,"R$1.300.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Apto(s) com a/e,2 Varanda(s),1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","215,00 m²",,"R$850.000,00",,
Casa-Térrea,Campo Grande - MS,Carandá,,"360,00 m²","190,00 m²",,"R$890.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),1 Quarto,1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Jardim,Lavabo,Piscina",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,Av. Hiroshima,"360,00 m²","150,00 m²",,"R$900.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,1 Suíte,2 Apto(s),Área de serviço,Churrasqueira,Cozinha",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,Av. Hiroshima,"360,00 m²","209,00 m²",,"R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,3 Suíte(s),1 Wc social,5 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,Av. Hiroshima,"360,00 m²","205,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,Sala de TV,2 Suíte(s),1 Quarto,1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"Av. Vitório Zeola, 1628","360,00 m²","145,00 m²",,"R$980.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),3 Wc social,4 Vaga(s) de garagem,Churrasqueira,Cozinha,Interfone,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Abricó do Para, 358","540,00 m²","316,00 m²","R$ 5.600,00","R$1.690.000,00",Aceita financiamento,
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Abricó, 122","360,00 m²","128,63 m²",,"R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,2 Sala(s) de estar,Sala de jantar,1 Apto com a/e,2 Quarto(s),1 Wc social,6 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Acalifas,"360,00 m²","209,00 m²",,"R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Apto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Cozinha americana,Hidromassagem,Interfone,Lavabo,Lavanderia,Piscina,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Acalifas,"360,00 m²","205,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Apto(s),1 Quarto,2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Interfone,Lavanderia,Piscina,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Acalifas,"120,00 m²","140,00 m²",,"R$800.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Apto,2 Quarto(s),Sacada,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Interfone,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Alamanda,"360,00 m²","205,00 m²",,"R$930.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),3 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Avoante,"360,00 m²","146,98 m²",,"R$670.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Avoante, 115","360,00 m²","189,00 m²",,"R$1.650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Apto(s) com a/e,1 Varanda,3 Vaga(s) de garagem,Adega,Alarme,Aquecedor solar,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Avoante, 67","360,00 m²","146,98 m²",,"R$670.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Rede elétrica",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Caixeta,"360,00 m²","120,00 m²","R$ 230,00 mensal","R$460.000,00","Água,Asfalto,Calçada,Esgoto,Piso tátil,Rede elétrica,Sala de estar,2 Quarto(s) com a/e,1 Wc social,Copa,Cozinha,Mezanino",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Elpídio Nunes da Cunha,"360,00 m²","146,30 m²",,"R$750.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Apto com a/e,2 Quarto(s) com a/e,2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Edícula,Interfone,Jardim,Lavabo,Piscina,Portão elétrico,Quarto empregada,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Estrela do Norte, 533","450,00 m²","206,22 m²",,"R$1.170.000,00","Sala de estar,Sala de jantar,Sala de TV,3 Apto(s) com a/e,1 Varanda,5 Vaga(s) de garagem,Aquecedor solar,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Despensa,Interfone,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Helio Pereira Coelho, 283","360,00 m²","167,43 m²",,"R$720.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Hélio Pereira Coelho, 283","360,00 m²","167,43 m²",,"R$720.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Cozinha,Despensa,Interfone,Jardim,Lavabo,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. José Danilo Pessoa Navarro, 44","439,41 m²","185,00 m²","R$ 3.780,00","R$800.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Kame Takaiassu,"384,00 m²","168,00 m²",,"R$1.200.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado,Sala de jantar,2 Suíte(s) com a/e,1 Suíte,1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Kame Takaiassu, 1226",,,,"R$875.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto com a/e,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha planejada,Jardim,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Mendel,"420,00 m²","350,00 m²",,"R$1.200.000,00","Aceita financiamento,Água,Asfalto,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Escritório,Hidromassagem,Interfone,Jardim,Lavabo,Piscina,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Miraflores, 83","408,00 m²","273,00 m²",,"R$1.200.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Edícula,Escritório,Interfone,Jardim,Lavabo,Mezanino,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Nagib Ourives,"360,00 m²","139,39 m²","R$ 3.477,50","R$1.000.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Nagib Ourives, 171","360,00 m²","179,67 m²",,"R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Despensa,Edícula,Interfone,Jardim,Lavabo,Portão elétrico,Quarto empregada,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Nelson Borges de Barros, 20","360,00 m²","190,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,2 Suíte(s),1 Quarto,2 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha,Edícula,Interfone,Jardim,Piscina,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Sacadura Cabral, 179","360,00 m²","280,00 m²",,"R$1.200.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Apto(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Despensa,Hidromassagem,Interfone,Jardim,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Sagitaria,"360,00 m²","200,99 m²",,"R$850.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,1 Suíte com a/e,2 Quarto(s) com a/e,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Árvores frutíferas,Churrasqueira,Cozinha planejada,Edícula,Piscina,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Sagitária, 196","567,00 m²","304,00 m²",,"R$950.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Apto(s),2 Quarto(s),Sacada,1 Varanda,1 Wc social,8 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Depósito,Despensa,Interfone,Jardim,Mezanino,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Sagitária, 330","360,00 m²","220,00 m²",,"R$950.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Suíte,1 Quarto com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Deck,Depósito,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico,Porteiro eletrônico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Salsa Parrilha, 112","360,00 m²","364,68 m²",,"R$1.100.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,2 Apto(s),Sacada,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Cozinha planejada,Escritório,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Sepetiba, 280","360,00 m²","180,00 m²",,"R$950.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,2 Quarto(s) com a/e,2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha planejada,Edícula,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Tapirucu,,"70,00 m²","R$ 1.343,20","R$350.000,00","Asfalto,Calçada,Esgoto,Sala de estar,1 Quarto,1 Wc social",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Tropeira,"484,00 m²","243,00 m²",,"R$1.500.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,2 Sala(s) de estar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Churrasqueira,Closet,Copa,Cozinha,Despensa,Edícula,Escritório,Interfone,Lavabo,Lavanderia,Mezanino,Piscina,Portão elétrico,Quarto empregada",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Tropeiro,"360,00 m²","160,00 m²",,"R$1.090.000,00","Aceita financiamento,Água,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,4 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Churrasqueira,Copa,Cozinha,Depósito,Despensa,Edícula,Interfone,Lavanderia,Piscina,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Tropeiro, 366","277,00 m²","171,00 m²",,"R$590.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Interfone,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Tropeiro, 478","484,00 m²","400,00 m²",,"R$1.500.000,00","Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s) com a/e,1 Quarto,4 Wc social,4 Vaga(s) de garagem,Academia,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Cozinha planejada,Depósito,Despensa,Edícula,Escritório,Gazebo,Hall de entrada,Jardim,Lavabo,Lavanderia,Mezanino,Piscina,Portão elétrico,Porteiro eletrônico,Quarto empregada,Quiosque,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Tropeiro, 478","484,00 m²","380,00 m²","R$ 6.200,00","R$1.500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,3 Sala(s) de estar,1 Suíte com a/e,2 Quarto(s) com a/e,6 Wc social,4 Vaga(s) de garagem,Área de lazer,Árvores frutíferas,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Despensa,Jardim,Piscina aquecida",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Tropeiro, 478","484,00 m²","380,00 m²",,"R$1.500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,6 Wc social,4 Vaga(s) de garagem,Academia,Área de lazer,Árvores frutíferas,Canil,Churrasqueira,Copa,Cozinha americana,Despensa,Jardim,Lavabo,Lavanderia,Mezanino,Piscina aquecida,Portão elétrico,Porteiro eletrônico,Quarto empregada",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Usi Tomi,"410,00 m²","360,00 m²",,"R$1.726.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,4 Apto(s) com a/e,2 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Closet,Cozinha planejada,Depósito,Despensa,Edícula,Energia solar fotovoltaica,Escritório,Interfone,Jardim,Lavabo,Piscina,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Usi Tomi, 410","410,00 m²","360,00 m²",,"R$1.726.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,4 Suíte(s) com a/e,1 Wc social,4 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Despensa,Edícula,Lavabo,Lavanderia,Piscina aquecida",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,R. Vitório Zeola,"360,00 m²","240,00 m²",,"R$550.000,00","Sala de jantar,Sala de TV,2 Suíte(s),2 Quarto(s),1 Wc social",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"360,00 m²","180,00 m²",,"R$950.000,00","Aceita permuta,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Apto,2 Quarto(s),2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Canil,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"484,00 m²","400,00 m²",,"R$1.500.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,2 Sala(s) de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s) com a/e,2 Varanda(s),6 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Área de lazer,Canil,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Escritório,Gazebo,Interfone,Jardim,Lavabo,Lavanderia,Mezanino,Piscina aquecida,Portão elétrico,Porteiro eletrônico,Quarto empregada,Quiosque,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"720,00 m²","285,00 m²",,"R$1.425.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s) com a/e,2 Apto(s) com a/e,1 Varanda,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Árvores frutíferas,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Escritório,Hidromassagem,Interfone,Jardim,Lavabo,Lavanderia,Piscina,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"450,00 m²","200,00 m²",,"R$790.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Apto com a/e,1 Quarto,Sacada,1 Varanda,3 Vaga(s) de garagem,Área de lazer,Cerca elétrica,Closet,Cozinha,Cozinha planejada,Despensa,Jardim,Lavabo,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,,,,"R$990.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s),1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Closet,Copa,Cozinha,Despensa,Hidromassagem,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"480,00 m²","400,00 m²",,"R$1.500.000,00",,
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"200,00 m²","360,00 m²","R$ 3.900,00","R$790.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,2 Sala(s) de TV,4 Suíte(s) com a/e,1 Varanda,1 Wc social",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"360,00 m²","210,07 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rampa de acessibilidade,Sala de TV,2 Suíte(s),1 Quarto,2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Churrasqueira,Copa,Cozinha,Jardim,Lavabo,Piscina",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"360,00 m²","190,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira",
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,"360,00 m²","190,00 m²",,"R$930.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,Sala de TV,2 Suíte(s),1 Quarto,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Cozinha,Piscina",
