tipo,cidade/uf,bairro,endereço,área_total,área_construída,iptu,valor,descricao,condomínio
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,"120,00 m²","60,00 m²",,"R$215.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,"250,00 m²","125,00 m²",,"R$500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana,Despensa,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,"300,00 m²","116,00 m²",,"R$480.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,"122,50 m²","61,30 m²",,"R$290.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,"275,00 m²","145,00 m²",,"R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Rita Vieira,"Av. Mariza Andrade Ribeiro, 1010","360,00 m²","180,00 m²",,"R$1.100.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Rita Vieira,R. Ana Basília,"225,00 m²","112,00 m²",,"R$589.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),2 Wc social,3 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Jardim,Lavabo,Portão elétrico,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821","300,00 m²","160,00 m²",,"R$920.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),3 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821","300,00 m²","160,00 m²",,"R$920.000,00",,
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821","300,00 m²","160,00 m²",,"R$920.000,00",,
Casa-Térrea,Campo Grande - MS,Rita Vieira,,"225,00 m²","112,00 m²",,"R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Jardim,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Rita Vieira,,"360,00 m²","160,00 m²",,"R$920.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Sala de jantar,Sala de TV,3 Suíte(s),1 Varanda,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Lavabo",
Casa-Térrea,Campo Grande - MS,Rita Vieira,,"300,00 m²","150,00 m²",,"R$920.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Closet,Cozinha,Lavabo,Lavanderia,Pé direito duplo,Piscina aquecida,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,"180,00 m²","106,00 m²",,"R$470.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,"90,00 m²","45,00 m²",,"R$200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,"189,00 m²","113,34 m²",,"R$370.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"180,00 m²","100,00 m²",,"R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"216,00 m²","105,00 m²",,"R$399.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"180,00 m²","110,00 m²",,"R$490.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Churrasqueira,Closet,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"180,00 m²","91,00 m²",,"R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"330,00 m²","112,00 m²",,"R$500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Churrasqueira,Closet,Copa,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"198,00 m²","113,00 m²",,"R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s),1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"92,76 m²","55,00 m²",,"R$220.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Amaro,,"180,00 m²",,,"R$380.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"240,00 m²","120,00 m²",,"R$720.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Suíte(s),1 Varanda,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"312,00 m²","140,00 m²",,"R$590.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"238,00 m²","136,00 m²",,"R$620.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Closet,Copa,Cozinha,Cozinha americana,Edícula,Jardim,Lavabo,Lavanderia,Pé direito duplo,WC de serviço",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"208,00 m²","104,00 m²",,"R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Suíte(s),2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"225,00 m²","112,00 m²",,"R$490.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"145,00 m²","72,50 m²",,"R$290.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Santo Antônio,,"162,50 m²","96,00 m²",,"R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Cozinha,Lavanderia,Pé direito duplo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,São Francisco,,"360,00 m²","135,00 m²",,"R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Silvia Regina,,"100,00 m²","51,00 m²",,"R$200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Tiradentes,,"232,00 m²","114,00 m²",,"R$560.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Energia solar fotovoltaica,Jardim,Lavabo,Lavanderia,Pé direito duplo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Universitário,,"360,00 m²","210,00 m²",,"R$870.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),2 Quarto(s),1 Varanda,3 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Jardim,Lavabo,Lavanderia,Pé direito duplo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Universitário,,"198,00 m²","102,48 m²",,"R$420.000,00","Aceita financiamento,Asfalto,Calçada,Muro,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Cozinha,WC de serviço",
Casa-Térrea,Campo Grande - MS,Vila Albuquerque,"R. Joaquim Manoel de Souza, 351","360,00 m²","280,00 m²",,"R$890.000,00","Sala de estar,Sala de jantar,1 Suíte,1 Apto,1 Quarto,1 Varanda,2 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Vila Célia,,"360,00 m²","180,00 m²",,"R$850.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Vila Morumbi,,"360,00 m²","161,00 m²",,"R$1.390.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Vila Nasser,,"250,00 m²","102,00 m²",,"R$570.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Lavanderia,Pé direito duplo,Piscina",
Casa-Térrea,Campo Grande - MS,Vila Planalto,Av. América,"382,00 m²","129,00 m²",,"R$800.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Academia,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Deck,Hidromassagem,Lavabo,Lavanderia,Piscina,WC de serviço",
Casa-Térrea,Campo Grande - MS,Vila Planalto,"R. Feliciana Carolina, 217","360,00 m²",,,"R$690.000,00","1 Suíte,2 Quarto(s),2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Vila Taveirópolis,,"265,00 m²","128,00 m²",,"R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia",
Casa-Térrea,Campo Grande - MS,Vila Vilas Boas,,"330,00 m²","175,00 m²",,"R$1.099.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s),1 Varanda,2 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Jardim,Lavabo,Lavanderia,Pé direito duplo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Vila Vilas Boas,,"360,00 m²","187,00 m²",,"R$1.700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Depósito,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Pé direito duplo,Piscina,Piscina aquecida,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Costa e Melo,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Costa e Melo,"90,00 m²","46,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Glaciliano Ramos,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,"120,00 m²","60,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,"360,00 m²","235,00 m²",,"R$550.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,"180,00 m²","88,90 m²",,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Rachel de Queiroz,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Tancredo Neves,"112,00 m²","56,00 m²",,"R$190.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"Av. Tirson de Almeida, 254",,,,"R$240.000,00","Água,Asfalto,Calçada",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Afelandra,"303,05 m²","40,00 m²","R$ 450,00","R$128.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Antônio Albuquerque,"162,00 m²","56,27 m²",,"R$195.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Antônio de Albuquerque,"162,00 m²",,,"R$200.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Edícula,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Antônio Dornellas, 223","162,00 m²","90,00 m²",,"R$180.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Antônio Dornelles Filho, 300","200,00 m²","80,00 m²",,"R$224.900,00","Aceita financiamento,Água,Asfalto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,2 Wc social,1 Vaga de garagem,Despensa,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Arquiteto Carlos Alberto Mafei,"180,00 m²",,,"R$190.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Sala de estar,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Despensa,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Arquiteto Carlos Alberto Mafei, 216","200,00 m²",,,"R$190.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto com a/e,1 Quarto,1 Wc social,1 Vaga de garagem,Câmeras de segurança,Cozinha,Cozinha americana,Despensa,Portão elétrico","R$ 706,58"
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Audax Camargo César, 297","162,00 m²","120,00 m²",,"R$170.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),2 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha americana,Edícula,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Autazes, 70","360,00 m²",,,"R$280.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,5 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Barrabás, 605","148,00 m²","77,22 m²",,"R$210.000,00","Aceita financiamento,Água,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Batista,"90,00 m²","50,00 m²",,"R$170.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Berent Friele, 100","200,00 m²","160,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha planejada,Despensa,Edícula,Lavabo,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Berta Lucia,"360,00 m²","102,00 m²",,"R$160.000,00","Asfalto,Calçada,Esgoto,Muro,Sala de estar,1 Apto,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Bongiavane,"180,00 m²","84,09 m²",,"R$360.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Bongiavane,"120,00 m²","60,00 m²",,"R$185.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Jardim",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Bueno, 252",,,,"R$130.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),2 Varanda(s),1 Wc social",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Caetité, 100",,"77,00 m²",,"R$190.000,00","Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Cajazeira,"180,00 m²","90,00 m²",,"R$260.000,00","Aceita financiamento,Água,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Cajazeiras,"180,00 m²","90,00 m²",,"R$290.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,2 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Carmem Miranda,"127,50 m²","60,60 m²",,"R$300.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Carmem Miranda,"127,50 m²","70,70 m²",,"R$310.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Celso Roberto Setti, 217","250,00 m²","90,00 m²",,"R$180.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha,Edícula",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Coirana,"200,00 m²","85,00 m²",,"R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de TV,1 Apto,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. da Divisão,"372,25 m²","147,00 m²",,"R$530.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Academia,Área de serviço,Cerca elétrica,Churrasqueira,Lavabo,Lavanderia",
